OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-93851.CHEM,Sample-Routine,Water,Surface Water,2007-10-03,01:24:00,MST,,,,,5,m,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,--- SAMPLE TAKEN: Migrated,,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916444008,Present Below Quantification Limit,,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-93851.CHEM/results/916444008/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2021-10-19 11:07:48.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-81487.CHEM,Sample-Routine,Water,Surface Water,2007-03-13,10:45:00,MST,,,,,.5,m,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,"LAKE LEVEL MEDIUM.  MAX DEPTH 5.8 M, WATER VERY TURBID/BROWN, DEG F, WIND FROM THE WEST AT 5-10 MPH, SUNNY, BP = 617.3; 

NO  WATER SAMPLES FOR HG WERE COLLECTED THIS VISIT
B&R DID NOT SEND SAMPLE TRAIN

SEE LAB SHEETS FOR INDIVIDUAL ANALYTE QUALIFIERS.

. Approved status: SUSAN FITCH 27-MAR-12 12:00:00--- SAMPLE TAKEN: Migrated",,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916438795,Not Detected,,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-81487.CHEM/results/916438795/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2021-10-19 11:06:28.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-93842.CHEM,Sample-Routine,Water,Surface Water,2007-07-12,07:20:00,MST,,,,,.4,m,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,--- SAMPLE TAKEN: Migrated,,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916443860,Not Detected,,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-93842.CHEM/results/916443860/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2021-10-19 11:07:46.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-93838.CHEM,Sample-Routine,Water,Surface Water,2007-07-12,06:54:00,MST,,,,,4,m,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,--- SAMPLE TAKEN: Migrated,,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916443746,Present Below Quantification Limit,,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-93838.CHEM/results/916443746/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2021-10-19 11:07:44.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-93857.CHEM,Sample-Routine,Water,Surface Water,2007-11-07,11:31:00,MST,,,,,3.5,m,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,--- SAMPLE TAKEN: Migrated,,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916444116,Present Below Quantification Limit,,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-93857.CHEM/results/916444116/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2021-10-19 11:07:50.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-93851.CHEM,Sample-Routine,Water,Surface Water,2007-10-03,01:24:00,MST,,,,,5,m,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,--- SAMPLE TAKEN: Migrated,,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916444007,Present Below Quantification Limit,,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-93851.CHEM/results/916444007/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2021-10-19 11:07:48.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-81488.CHEM,Sample-Routine,Water,Surface Water,2007-03-13,11:00:00,MST,,,,,2,m,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,"LAKE LEVEL MEDIUM.  MAX DEPTH 5.8 M, WATER VERY TURBID/BROWN, DEG F, WIND FROM THE WEST AT 5-10 MPH, SUNNY, BP = 617.3; 

NO  WATER SAMPLES FOR HG WERE COLLECTED THIS VISIT
B&R DID NOT SEND SAMPLE TRAIN

SEE LAB SHEETS FOR INDIVIDUAL ANALYTE QUALIFIERS.

. Approved status: SUSAN FITCH 27-MAR-12 12:00:00--- SAMPLE TAKEN: Migrated",,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916438841,Not Detected,,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-81488.CHEM/results/916438841/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2021-10-19 11:06:29.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-81490.CHEM,Sample-Routine,Water,Surface Water,2007-03-13,11:15:00,MST,,,,,4,m,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,"LAKE LEVEL MEDIUM.  MAX DEPTH 5.8 M, WATER VERY TURBID/BROWN, DEG F, WIND FROM THE WEST AT 5-10 MPH, SUNNY, BP = 617.3; 

NO  WATER SAMPLES FOR HG WERE COLLECTED THIS VISIT
B&R DID NOT SEND SAMPLE TRAIN

SEE LAB SHEETS FOR INDIVIDUAL ANALYTE QUALIFIERS.

. Approved status: SUSAN FITCH 27-MAR-12 12:00:00--- SAMPLE TAKEN: Migrated",,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916438884,Not Detected,,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-81490.CHEM/results/916438884/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2021-10-19 11:06:30.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-81488.CHEM,Sample-Routine,Water,Surface Water,2007-03-13,11:00:00,MST,,,,,2,m,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,"LAKE LEVEL MEDIUM.  MAX DEPTH 5.8 M, WATER VERY TURBID/BROWN, DEG F, WIND FROM THE WEST AT 5-10 MPH, SUNNY, BP = 617.3; 

NO  WATER SAMPLES FOR HG WERE COLLECTED THIS VISIT
B&R DID NOT SEND SAMPLE TRAIN

SEE LAB SHEETS FOR INDIVIDUAL ANALYTE QUALIFIERS.

. Approved status: SUSAN FITCH 27-MAR-12 12:00:00--- SAMPLE TAKEN: Migrated",,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916438840,Not Detected,,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-81488.CHEM/results/916438840/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2021-10-19 11:06:29.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-93857.CHEM,Sample-Routine,Water,Surface Water,2007-11-07,11:31:00,MST,,,,,3.5,m,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,--- SAMPLE TAKEN: Migrated,,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916444115,Present Below Quantification Limit,,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-93857.CHEM/results/916444115/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2021-10-19 11:07:50.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-81490.CHEM,Sample-Routine,Water,Surface Water,2007-03-13,11:15:00,MST,,,,,4,m,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,"LAKE LEVEL MEDIUM.  MAX DEPTH 5.8 M, WATER VERY TURBID/BROWN, DEG F, WIND FROM THE WEST AT 5-10 MPH, SUNNY, BP = 617.3; 

NO  WATER SAMPLES FOR HG WERE COLLECTED THIS VISIT
B&R DID NOT SEND SAMPLE TRAIN

SEE LAB SHEETS FOR INDIVIDUAL ANALYTE QUALIFIERS.

. Approved status: SUSAN FITCH 27-MAR-12 12:00:00--- SAMPLE TAKEN: Migrated",,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916438885,Not Detected,,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-81490.CHEM/results/916438885/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2021-10-19 11:06:30.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB06665.CHEM,Sample-Routine,Water,Surface Water,2017-10-18,12:20:00,MST,,,,,0.2,m,,,,,,9734,2018-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,--- SAMPLE TAKEN: Yes; Normal Flow,,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916450438,,,Copper,Total,.002,mg/l,,Final,,Actual,,,,,,,,,,,,.2,ft,,,,,,,EPA 200.8,AZDEQ_SW,EPA 200.8,,,Eurofins TestAmerica - Phoenix,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB06665.CHEM/results/916450438/resdetectqntlmts,Laboratory Reporting Level,.0005,mg/l,,2021-10-19 11:09:21.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB06665.CHEM,Sample-Routine,Water,Surface Water,2017-10-18,12:20:00,MST,,,,,0.2,m,,,,,,9734,2018-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,--- SAMPLE TAKEN: Yes; Normal Flow,,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916450439,,,Copper,Dissolved,.00089,mg/l,,Final,,Actual,,,,,,,,,,,,.2,ft,,,,,,,EPA 200.8,AZDEQ_SW,EPA 200.8,,,Eurofins TestAmerica - Phoenix,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB06665.CHEM/results/916450439/resdetectqntlmts,Laboratory Reporting Level,.0005,mg/l,,2021-10-19 11:09:21.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB13840.CHEM,Sample-Routine,Water,Surface Water,2018-06-21,08:00:00,MST,,,,,0.28,m,,,,,,9734,2018-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,"Usual turbid lake.  Smell of dead fish along shoreline yet none observed.  Some algae at time of launch. return to dock few hours later and full algal bloom in the littoral zone.--- SAMPLE TAKEN: Yes; Pooled, FQ3- Standing water/pools/ponded water only",,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916453159,,,Copper,Total,.002,mg/l,,Final,,Actual,,,,,,,,,,,,.28,ft,,,,,,,EPA 200.8,AZDEQ_SW,EPA 200.8,,,Eurofins TestAmerica - Phoenix,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB13840.CHEM/results/916453159/resdetectqntlmts,Laboratory Reporting Level,.0005,mg/l,,2021-10-19 11:10:00.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB13840.CHEM,Sample-Routine,Water,Surface Water,2018-06-21,08:00:00,MST,,,,,0.28,m,,,,,,9734,2018-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,"Usual turbid lake.  Smell of dead fish along shoreline yet none observed.  Some algae at time of launch. return to dock few hours later and full algal bloom in the littoral zone.--- SAMPLE TAKEN: Yes; Pooled, FQ3- Standing water/pools/ponded water only",,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916453160,,,Copper,Dissolved,.0016,mg/l,,Final,,Actual,,,,,,,,,,,,.28,ft,,,,,,,EPA 200.8,AZDEQ_SW,EPA 200.8,,,Eurofins TestAmerica - Phoenix,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB13840.CHEM/results/916453160/resdetectqntlmts,Laboratory Reporting Level,.0005,mg/l,,2021-10-19 11:10:00.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB13696.CHEM,Sample-Routine,Water,Surface Water,2018-05-24,08:00:00,MST,,,,,0.34,m,,,,,,9734,2018-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,"Data Base QA Flagging Problems. Not approved.  Algae Data Received 6/26/18.--- SAMPLE TAKEN: Yes; Pooled, FQ3- Standing water/pools/ponded water only",,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916452940,,,Copper,Total,.0022,mg/l,,Final,,Actual,,,,,,,,,,,,.34,ft,,,,,,,EPA 200.8,AZDEQ_SW,EPA 200.8,,,Eurofins TestAmerica - Phoenix,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB13696.CHEM/results/916452940/resdetectqntlmts,Laboratory Reporting Level,.0005,mg/l,,2021-10-19 11:09:57.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-AB13696.CHEM,Sample-Routine,Water,Surface Water,2018-05-24,08:00:00,MST,,,,,0.34,m,,,,,,9734,2018-LAKES,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-946,101841,"Data Base QA Flagging Problems. Not approved.  Algae Data Received 6/26/18.--- SAMPLE TAKEN: Yes; Pooled, FQ3- Standing water/pools/ponded water only",,,,34.3700833000,-109.3818611000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-916452941,,,Copper,Dissolved,.0018,mg/l,,Final,,Actual,,,,,,,,,,,,.34,ft,,,,,,,EPA 200.8,AZDEQ_SW,EPA 200.8,,,Eurofins TestAmerica - Phoenix,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-AB13696.CHEM/results/916452941/resdetectqntlmts,Laboratory Reporting Level,.0005,mg/l,,2021-10-19 11:09:57.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-45414.CHEM,Sample-Routine,Water,Surface Water,2004-02-11,11:15:30,MST,,,,,1,m,,,,,,1986,2005-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-1019,101922,Approved status: SUSAN FITCH 30-DEC-04 12:00:00--- SAMPLE TAKEN: Migrated,,,,34.6016472000,-112.4321111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-868100176,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-45414.CHEM/results/868100176/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-12-03 16:34:17.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-45414.CHEM,Sample-Routine,Water,Surface Water,2004-02-11,11:15:30,MST,,,,,1,m,,,,,,1986,2005-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-1019,101922,Approved status: SUSAN FITCH 30-DEC-04 12:00:00--- SAMPLE TAKEN: Migrated,,,,34.6016472000,-112.4321111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-868100149,Not Detected,None,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-45414.CHEM/results/868100149/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-12-03 16:34:17.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-49305.CHEM,Sample-Routine,Water,Surface Water,2004-06-22,10:40:00,MST,,,,,2,m,,,,,,1986,2005-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-1019,101922,Approved status: DANESE CAMERON 17-DEC-04 12:00:00--- SAMPLE TAKEN: Migrated,,,,34.6016472000,-112.4321111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-868101981,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-49305.CHEM/results/868101981/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-12-03 16:34:27.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-49305.CHEM,Sample-Routine,Water,Surface Water,2004-06-22,10:40:00,MST,,,,,2,m,,,,,,1986,2005-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-1019,101922,Approved status: DANESE CAMERON 17-DEC-04 12:00:00--- SAMPLE TAKEN: Migrated,,,,34.6016472000,-112.4321111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-868101954,Not Detected,None,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-49305.CHEM/results/868101954/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-12-03 16:34:27.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-54335-2.CHEM,Quality Control Sample-Field Replicate,Water,Surface Water,2004-06-22,10:40:30,MST,,,,,2,m,,,,,,1986,2005-AMBIENT MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-1019,101922,Approved status: JENNY HICKMAN 17-FEB-05 12:00:00--- SAMPLE TAKEN: Migrated,,,,34.6016472000,-112.4321111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-868125134,Not Detected,None,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-54335-2.CHEM/results/868125134/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-12-03 16:36:28.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-89973.CHEM,Sample-Routine,Water,Surface Water,2008-04-03,11:17:00,MST,,,,,2,m,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-1019,101922,--- SAMPLE TAKEN: Migrated,,,,34.6016472000,-112.4321111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-864705111,Not Detected,,Copper,Total,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.9,AZDEQ_SW,EPA 200.9,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-89973.CHEM/results/864705111/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-11-25 09:47:37.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-89974.CHEM,Sample-Routine,Water,Surface Water,2008-04-03,11:16:00,MST,,,,,2,m,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-1019,101922,--- SAMPLE TAKEN: Migrated,,,,34.6016472000,-112.4321111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-864705130,Not Detected,,Copper,Dissolved,,,,Final,,Estimated,,,,,,,,,,,,,,,,,,,,EPA 200.7,AZDEQ_SW,EPA 200.7,,,ARIZONA STATE LAB,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-89974.CHEM/results/864705130/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-11-25 09:47:37.0,STORET
AZDEQ_SW,AZDEQ_SW,AZDEQ_SW-SW-90137.CHEM,Sample-Routine,Water,Surface Water,2009-07-23,12:30:00,MST,,,,,5,m,,,,,,2008,TMDL MONITORING,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW-1019,101922,--- SAMPLE TAKEN: Migrated,,,,34.6016472000,-112.4321111000,Unknown,AZDEQ_SW,Unknown,,Miscellaneous (Other),STORET-864705525,,,Copper,Total,10,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,EPA 200.7/6010,AZDEQ_SW,EPA 200.7/6010,,,"AQUATIC CONSULTING AND TESTING, INC.",,,https://www.waterqualitydata.us/data/providers/STORET/organizations/AZDEQ_SW/activities/AZDEQ_SW-SW-90137.CHEM/results/864705525/resdetectqntlmts,Laboratory Reporting Level,10,ug/l,,2020-11-25 09:47:40.0,STORET
