OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100047,Sample-Routine,Water,Surface Water,2020-12-09,16:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-340555111422201,,,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-120579675,,,Calcium,Dissolved,55.8,mg/l,,Accepted,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-01-15,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100047,Sample-Routine,Water,Surface Water,2020-12-09,16:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-340555111422201,,,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-120579676,,,Magnesium,Dissolved,38.2,mg/l,,Accepted,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-01-15,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100047,Sample-Routine,Water,Surface Water,2020-12-09,16:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-340555111422201,,,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-120579677,,,Sodium,Dissolved,39.0,mg/l,,Accepted,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-01-15,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100047,Sample-Routine,Water,Surface Water,2020-12-09,16:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-340555111422201,,,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-120579679,,,"Sodium, percent total cations",,22,%,,Accepted,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100047,Sample-Routine,Water,Surface Water,2020-12-09,16:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-340555111422201,,,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-120579680,,,Potassium,Dissolved,2.38,mg/l,,Accepted,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2021-01-15,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100162,Sample-Routine,Water,Surface Water,2021-04-07,09:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-331954112371801,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071655,,,Calcium,Dissolved,183,mg/l,,Preliminary,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-05-18,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100162,Sample-Routine,Water,Surface Water,2021-04-07,09:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-331954112371801,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071656,,,Calcium,Recoverable,192,mg/l,,Preliminary,,Actual,,,,,,,,,,,00916,,,,,,,,,PLO07,USGS,"Metals, wu, 2% corr, ICP-OES",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-06,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100162,Sample-Routine,Water,Surface Water,2021-04-07,09:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-331954112371801,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071657,,,Magnesium,Dissolved,125,mg/l,,Preliminary,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-05-18,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100162,Sample-Routine,Water,Surface Water,2021-04-07,09:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-331954112371801,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071658,,,Magnesium,Recoverable,128,mg/l,,Preliminary,,Actual,,,,,,,,,,,00927,,,,,,,,,PLO07,USGS,"Metals, wu, 2% corr, ICP-OES",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-06,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100162,Sample-Routine,Water,Surface Water,2021-04-07,09:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-331954112371801,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071659,,,Sodium,Recoverable,941,mg/l,,Preliminary,,Actual,,,,,,,,,,,00929,,,,,,,,,PLO07,USGS,"Metals, wu, 2% corr, ICP-OES",,,"USGS-National Water Quality Lab, Denver, CO",2021-06-08,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100162,Sample-Routine,Water,Surface Water,2021-04-07,09:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-331954112371801,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071660,,,Sodium,Dissolved,894,mg/l,,Preliminary,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-05-18,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100162,Sample-Routine,Water,Surface Water,2021-04-07,09:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-331954112371801,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071662,,,"Sodium, percent total cations",,66,%,,Preliminary,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100162,Sample-Routine,Water,Surface Water,2021-04-07,09:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-331954112371801,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071663,,,Potassium,Dissolved,10.4,mg/l,,Preliminary,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2021-05-18,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100162,Sample-Routine,Water,Surface Water,2021-04-07,09:15:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-331954112371801,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-81,NWIS-121071664,,,Potassium,Recoverable,10.8,mg/l,,Preliminary,,Actual,,,,,,,,,,,00937,,,,,,,,,PLO07,USGS,"Metals, wu, 2% corr, ICP-OES",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-06,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100279,Sample-Routine,Water,Surface Water,2021-04-05,15:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332255112182101,,,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-121737235,,,Calcium,Dissolved,156,mg/l,,Preliminary,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-05-13,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100279,Sample-Routine,Water,Surface Water,2021-04-05,15:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332255112182101,,,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-121737236,,,Calcium,Recoverable,153,mg/l,,Preliminary,,Actual,,,,,,,,,,,00916,,,,,,,,,PLO07,USGS,"Metals, wu, 2% corr, ICP-OES",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-05,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100279,Sample-Routine,Water,Surface Water,2021-04-05,15:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332255112182101,,,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-121737237,,,Magnesium,Dissolved,66.1,mg/l,,Preliminary,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-05-13,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100279,Sample-Routine,Water,Surface Water,2021-04-05,15:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332255112182101,,,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-121737238,,,Magnesium,Recoverable,65.4,mg/l,,Preliminary,,Actual,,,,,,,,,,,00927,,,,,,,,,PLO07,USGS,"Metals, wu, 2% corr, ICP-OES",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-05,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100279,Sample-Routine,Water,Surface Water,2021-04-05,15:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332255112182101,,,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-121737239,,,Sodium,Recoverable,469,mg/l,,Preliminary,,Actual,,,,,,,,,,,00929,,,,,,,,,PLO07,USGS,"Metals, wu, 2% corr, ICP-OES",,,"USGS-National Water Quality Lab, Denver, CO",2021-06-08,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100279,Sample-Routine,Water,Surface Water,2021-04-05,15:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332255112182101,,,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-121737240,,,Sodium,Dissolved,455,mg/l,,Preliminary,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-05-13,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100279,Sample-Routine,Water,Surface Water,2021-04-05,15:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332255112182101,,,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-121737242,,,"Sodium, percent total cations",,59,%,,Preliminary,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100279,Sample-Routine,Water,Surface Water,2021-04-05,15:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332255112182101,,,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-121737243,,,Potassium,Dissolved,20.8,mg/l,,Preliminary,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2021-05-13,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100279,Sample-Routine,Water,Surface Water,2021-04-05,15:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-332255112182101,,,,"Stable, normal stage",Routine sample,,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,NWIS-121737244,,,Potassium,Recoverable,20.0,mg/l,,Preliminary,,Actual,,,,,,,,,,,00937,,,,,,,,,PLO07,USGS,"Metals, wu, 2% corr, ICP-OES",,,"USGS-National Water Quality Lab, Denver, CO",2021-05-05,sample was diluted,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100311,Sample-Routine,Water,Surface Water,2021-09-09,17:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-363932111443401,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-2 Bag Sampler,NWIS-122569323,,,Calcium,Dissolved,64.7,mg/l,,Preliminary,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100311,Sample-Routine,Water,Surface Water,2021-09-09,17:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-363932111443401,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-2 Bag Sampler,NWIS-122569324,,,Magnesium,Dissolved,22.1,mg/l,,Preliminary,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100311,Sample-Routine,Water,Surface Water,2021-09-09,17:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-363932111443401,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-2 Bag Sampler,NWIS-122569325,,,Sodium,Dissolved,61.3,mg/l,,Preliminary,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100311,Sample-Routine,Water,Surface Water,2021-09-09,17:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-363932111443401,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-2 Bag Sampler,NWIS-122569327,,,"Sodium, percent total cations",,34,%,,Preliminary,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100311,Sample-Routine,Water,Surface Water,2021-09-09,17:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-363932111443401,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-2 Bag Sampler,NWIS-122569328,,,Potassium,Dissolved,3.21,mg/l,,Preliminary,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100310,Sample-Routine,Water,Surface Water,2021-09-09,14:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-364218111423901,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-2 Bag Sampler,NWIS-122569236,,,Calcium,Dissolved,64.9,mg/l,,Preliminary,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100310,Sample-Routine,Water,Surface Water,2021-09-09,14:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-364218111423901,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-2 Bag Sampler,NWIS-122569237,,,Magnesium,Dissolved,21.8,mg/l,,Preliminary,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100310,Sample-Routine,Water,Surface Water,2021-09-09,14:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-364218111423901,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-2 Bag Sampler,NWIS-122569238,,,Sodium,Dissolved,61.5,mg/l,,Preliminary,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100310,Sample-Routine,Water,Surface Water,2021-09-09,14:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-364218111423901,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-2 Bag Sampler,NWIS-122569240,,,"Sodium, percent total cations",,34,%,,Preliminary,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100310,Sample-Routine,Water,Surface Water,2021-09-09,14:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-364218111423901,,,,"Stable, normal stage",Routine sample,,,40,USGS parameter code 82398,Multiple verticals,,US DH-2 Bag Sampler,NWIS-122569241,,,Potassium,Dissolved,3.21,mg/l,,Preliminary,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100313,Sample-Routine,Water,Surface Water,2021-09-10,12:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-363351111484701,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-2 Bag Sampler,NWIS-122569494,,,Calcium,Dissolved,64.2,mg/l,,Preliminary,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100313,Sample-Routine,Water,Surface Water,2021-09-10,12:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-363351111484701,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-2 Bag Sampler,NWIS-122569495,,,Magnesium,Dissolved,21.7,mg/l,,Preliminary,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100313,Sample-Routine,Water,Surface Water,2021-09-10,12:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-363351111484701,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-2 Bag Sampler,NWIS-122569496,,,Sodium,Dissolved,60.8,mg/l,,Preliminary,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100313,Sample-Routine,Water,Surface Water,2021-09-10,12:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-363351111484701,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-2 Bag Sampler,NWIS-122569498,,,"Sodium, percent total cations",,34,%,,Preliminary,,Actual,,,,,,,,,,,00932,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100313,Sample-Routine,Water,Surface Water,2021-09-10,12:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-363351111484701,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-2 Bag Sampler,NWIS-122569499,,,Potassium,Dissolved,3.18,mg/l,,Preliminary,,Actual,,,,,,,,,,,00935,,,,,,,,,PLO03,USGS,"Potassium, wf, by ICP-OES",,Standard Methods,"USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100312,Sample-Routine,Water,Surface Water,2021-09-10,09:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-363851111454101,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-2 Bag Sampler,NWIS-122569404,,,Calcium,Dissolved,63.6,mg/l,,Preliminary,,Actual,,,,,,,,,,,00915,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100312,Sample-Routine,Water,Surface Water,2021-09-10,09:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-363851111454101,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-2 Bag Sampler,NWIS-122569405,,,Magnesium,Dissolved,21.7,mg/l,,Preliminary,,Actual,,,,,,,,,,,00925,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,nwisaz.01.02100312,Sample-Routine,Water,Surface Water,2021-09-10,09:30:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-363851111454101,,,,"Stable, normal stage",Routine sample,,,20,USGS parameter code 82398,Equal discharge increment (edi),,US DH-2 Bag Sampler,NWIS-122569406,,,Sodium,Dissolved,60.7,mg/l,,Preliminary,,Actual,,,,,,,,,,,00930,,,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,"USGS OF 93-125, p 101","USGS-National Water Quality Lab, Denver, CO",2021-10-07,,,,,,,,NWIS
