OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911762799,,,Specific conductance,,771.43,umho/cm,,Accepted,,Actual,,,,,,,,,,,,28,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:27.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911762698,,,pH,,8.16,None,,Accepted,,Actual,,,,,,,,,,,,18,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:26.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763210,,,Dissolved oxygen (DO),,6.85,mg/l,,Accepted,,Actual,,,,,,,,,,,,69,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:29.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763620,,,Dissolved oxygen (DO),,7.08,mg/l,,Accepted,,Actual,,,,,,,,,,,,110,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:30.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911762543,,,pH,,8.19,None,,Accepted,,Actual,,,,,,,,,,,,2.5,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:25.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763442,,,"Temperature, water",,7.2,deg C,,Accepted,,Actual,,,,,,,,,,,,92.5,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:29.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763128,,,pH,,7.82,None,,Accepted,,Actual,,,,,,,,,,,,61,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:28.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911762740,,,Dissolved oxygen (DO),,8.72,mg/l,,Accepted,,Actual,,,,,,,,,,,,22,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:26.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763232,,,"Temperature, water",,7.28,deg C,,Accepted,,Actual,,,,,,,,,,,,71.5,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:29.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763465,,,Dissolved oxygen (DO),,7.06,mg/l,,Accepted,,Actual,,,,,,,,,,,,94.5,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:29.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763438,,,pH,,7.93,None,,Accepted,,Actual,,,,,,,,,,,,92,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:29.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763545,,,Dissolved oxygen (DO),,7.08,mg/l,,Accepted,,Actual,,,,,,,,,,,,102.5,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:30.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763580,,,Dissolved oxygen (DO),,7.09,mg/l,,Accepted,,Actual,,,,,,,,,,,,106,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:30.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763097,,,"Temperature, water",,7.42,deg C,,Accepted,,Actual,,,,,,,,,,,,58,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:28.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763457,,,"Temperature, water",,7.19,deg C,,Accepted,,Actual,,,,,,,,,,,,94,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:29.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763564,,,Specific conductance,,967.8,umho/cm,,Accepted,,Actual,,,,,,,,,,,,104.5,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:30.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763048,,,pH,,7.68,None,,Accepted,,Actual,,,,,,,,,,,,53,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:28.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763187,,,"Temperature, water",,7.35,deg C,,Accepted,,Actual,,,,,,,,,,,,67,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:28.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911762615,,,Dissolved oxygen (DO),,9.19,mg/l,,Accepted,,Actual,,,,,,,,,,,,9.5,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:26.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911762562,,,"Temperature, water",,9.73,deg C,,Accepted,,Actual,,,,,,,,,,,,4.5,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:26.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911762823,,,pH,,7.89,None,,Accepted,,Actual,,,,,,,,,,,,30.5,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:27.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911762602,,,"Temperature, water",,9.46,deg C,,Accepted,,Actual,,,,,,,,,,,,8.5,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:26.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911762747,,,"Temperature, water",,8.74,deg C,,Accepted,,Actual,,,,,,,,,,,,23,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:26.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763045,,,Dissolved oxygen (DO),,3.55,mg/l,,Accepted,,Actual,,,,,,,,,,,,52.5,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:28.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763177,,,"Temperature, water",,7.36,deg C,,Accepted,,Actual,,,,,,,,,,,,66,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:28.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911762728,,,pH,,8.14,None,,Accepted,,Actual,,,,,,,,,,,,21,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:26.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763360,,,Dissolved oxygen (DO),,6.97,mg/l,,Accepted,,Actual,,,,,,,,,,,,84,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:29.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763443,,,pH,,7.93,None,,Accepted,,Actual,,,,,,,,,,,,92.5,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:29.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911763398,,,pH,,7.93,None,,Accepted,,Actual,,,,,,,,,,,,88,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:29.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952435-0323-2-C,Quality Control Sample-Field Replicate,Water,,2021-03-23,16:00:00,MST,,,,Surface,,,,0,m,2,m,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952435,LAKE POWELL 1 MI S WAHWEAP MARINA Replicate of 5952430,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911534120,,,Total dissolved solids,Total,424,mg/l,,Accepted,,Actual,,,,,,,,,,,,,,,,,,,,160.1,USEPA,Filterable Residue - TDS,,https://www.nemi.gov/methods/method_summary/5212/,Utah DOH Division of Epidemilogy and Laboratory Services,2021-03-30,,https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-BORLP210323-5952435-0323-2-C/results/911534120/resdetectqntlmts,Lower Reporting Limit,20,mg/l,,2021-09-01 12:33:41.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911762923,,,pH,,7.77,None,,Accepted,,Actual,,,,,,,,,,,,40.5,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:27.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911762647,,,"Temperature, water",,9.38,deg C,,Accepted,,Actual,,,,,,,,,,,,13,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:26.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911762583,,,pH,,8.19,None,,Accepted,,Actual,,,,,,,,,,,,6.5,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:26.0,STORET
UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-BORLP210323-5952430-0323-Pr-F,Field Msr/Obs-Portable Data Logger,Water,,2021-03-23,15:59:00,MST,,,,,,,,,,,,306,Cooperative Monitoring,Bureau of Reclamation,UTAHDWQ_WQX-5952430,LAKE POWELL 1 MI S WAHWEAP MARINA,,,,,36.9549800000,-111.4837600000,DWQ-001,UTAHDWQ_WQX,Water Grab Sampling,,Miscellaneous (Other),STORET-911762998,,,pH,,7.71,None,,Accepted,,Actual,,,,,,,,,,,,48,m,,,,,,,FIELD MEASURES,UTAHDWQ_WQX,Field Measurements performed by Utah DWQ,,,,,,,,,,,2021-09-09 10:55:28.0,STORET
